"id","name","file","file_size","map_type","analysis_level","modality","target_template_image","description"
"838621","PIP Subject0033 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0033_LookNeg_Beta.nii.gz","1958063","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838622","PIP Subject0033 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0033_LookNeu_Beta.nii.gz","1958685","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838623","PIP Subject0033 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0033_RegNeg_Beta.nii.gz","1958770","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838624","PIP Subject0034 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0034_LookNeg_Beta.nii.gz","2036247","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838625","PIP Subject0034 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0034_LookNeu_Beta.nii.gz","2036336","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838626","PIP Subject0034 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0034_RegNeg_Beta.nii.gz","2036011","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838627","PIP Subject0035 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0035_LookNeg_Beta.nii.gz","2003889","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838628","PIP Subject0035 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0035_LookNeu_Beta.nii.gz","2002031","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838629","PIP Subject0035 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0035_RegNeg_Beta.nii.gz","2003992","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838630","PIP Subject0036 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0036_LookNeg_Beta.nii.gz","1866950","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838631","PIP Subject0036 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0036_LookNeu_Beta.nii.gz","1865035","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838632","PIP Subject0036 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0036_RegNeg_Beta.nii.gz","1864974","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838633","PIP Subject0037 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0037_LookNeg_Beta.nii.gz","1945279","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838634","PIP Subject0037 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0037_LookNeu_Beta.nii.gz","1945100","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838635","PIP Subject0037 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0037_RegNeg_Beta.nii.gz","1946377","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838636","PIP Subject0038 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0038_LookNeg_Beta.nii.gz","1942599","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838637","PIP Subject0038 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0038_LookNeu_Beta.nii.gz","1942059","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838638","PIP Subject0038 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0038_RegNeg_Beta.nii.gz","1941851","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838639","PIP Subject0039 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0039_LookNeg_Beta.nii.gz","1946881","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838640","PIP Subject0039 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0039_LookNeu_Beta.nii.gz","1946598","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838641","PIP Subject0039 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0039_RegNeg_Beta.nii.gz","1946975","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838642","PIP Subject0040 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0040_LookNeg_Beta.nii.gz","1932782","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838643","PIP Subject0040 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0040_LookNeu_Beta.nii.gz","1931895","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838644","PIP Subject0040 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0040_RegNeg_Beta.nii.gz","1932479","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838645","PIP Subject0041 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0041_LookNeg_Beta.nii.gz","1975278","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838646","PIP Subject0041 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0041_LookNeu_Beta.nii.gz","1974429","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838647","PIP Subject0041 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0041_RegNeg_Beta.nii.gz","1975933","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838648","PIP Subject0042 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0042_LookNeg_Beta.nii.gz","2027706","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838649","PIP Subject0042 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0042_LookNeu_Beta.nii.gz","2027580","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838650","PIP Subject0042 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0042_RegNeg_Beta.nii.gz","2026082","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838651","PIP Subject0043 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0043_LookNeg_Beta.nii.gz","1946360","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838652","PIP Subject0043 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0043_LookNeu_Beta.nii.gz","1946515","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838653","PIP Subject0043 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0043_RegNeg_Beta.nii.gz","1946373","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838654","PIP Subject0044 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0044_LookNeg_Beta.nii.gz","1955783","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838655","PIP Subject0044 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0044_LookNeu_Beta.nii.gz","1953739","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838656","PIP Subject0044 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0044_RegNeg_Beta.nii.gz","1955428","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838657","PIP Subject0045 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0045_LookNeg_Beta.nii.gz","1935636","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838658","PIP Subject0045 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0045_LookNeu_Beta.nii.gz","1935649","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838659","PIP Subject0045 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0045_RegNeg_Beta.nii.gz","1934957","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838660","PIP Subject0046 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0046_LookNeg_Beta.nii.gz","1742852","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838661","PIP Subject0046 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0046_LookNeu_Beta.nii.gz","1743157","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838662","PIP Subject0046 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0046_RegNeg_Beta.nii.gz","1742129","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838663","PIP Subject0047 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0047_LookNeg_Beta.nii.gz","1983082","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838664","PIP Subject0047 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0047_LookNeu_Beta.nii.gz","1982258","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838665","PIP Subject0047 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0047_RegNeg_Beta.nii.gz","1984253","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838666","PIP Subject0048 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0048_LookNeg_Beta.nii.gz","1975965","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838667","PIP Subject0048 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0048_LookNeu_Beta.nii.gz","1975341","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838668","PIP Subject0048 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0048_RegNeg_Beta.nii.gz","1974532","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838669","PIP Subject0049 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0049_LookNeg_Beta.nii.gz","1979755","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838670","PIP Subject0049 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0049_LookNeu_Beta.nii.gz","1979949","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838671","PIP Subject0049 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0049_RegNeg_Beta.nii.gz","1980644","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838672","PIP Subject0050 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0050_LookNeg_Beta.nii.gz","1787149","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838673","PIP Subject0050 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0050_LookNeu_Beta.nii.gz","1786271","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838674","PIP Subject0050 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0050_RegNeg_Beta.nii.gz","1785640","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838675","PIP Subject0051 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0051_LookNeg_Beta.nii.gz","1965348","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838676","PIP Subject0051 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0051_LookNeu_Beta.nii.gz","1964716","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838677","PIP Subject0051 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0051_RegNeg_Beta.nii.gz","1964890","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838678","PIP Subject0052 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0052_LookNeg_Beta.nii.gz","1929929","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838679","PIP Subject0052 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0052_LookNeu_Beta.nii.gz","1930208","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838680","PIP Subject0052 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0052_RegNeg_Beta.nii.gz","1930232","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838681","PIP Subject0053 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0053_LookNeg_Beta.nii.gz","1921867","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838682","PIP Subject0053 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0053_LookNeu_Beta.nii.gz","1921946","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838683","PIP Subject0053 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0053_RegNeg_Beta.nii.gz","1922643","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838684","PIP Subject0054 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0054_LookNeg_Beta.nii.gz","1944372","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838685","PIP Subject0054 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0054_LookNeu_Beta.nii.gz","1944461","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838686","PIP Subject0054 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0054_RegNeg_Beta.nii.gz","1944691","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838687","PIP Subject0055 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0055_LookNeg_Beta.nii.gz","1999161","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838688","PIP Subject0055 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0055_LookNeu_Beta.nii.gz","1999073","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838689","PIP Subject0055 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0055_RegNeg_Beta.nii.gz","1998592","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838690","PIP Subject0056 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0056_LookNeg_Beta.nii.gz","1940730","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838691","PIP Subject0056 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0056_LookNeu_Beta.nii.gz","1940483","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838692","PIP Subject0056 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0056_RegNeg_Beta.nii.gz","1941268","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838693","PIP Subject0057 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0057_LookNeg_Beta.nii.gz","2091630","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838694","PIP Subject0057 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0057_LookNeu_Beta.nii.gz","2090853","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838695","PIP Subject0057 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0057_RegNeg_Beta.nii.gz","2091932","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838696","PIP Subject0058 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0058_LookNeg_Beta.nii.gz","1895167","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
